feature,importance,importance_std,importance_type
patient_original_shape_maximum3ddiameter_min,0.0,0.0,permutation_roc_auc_locked_test
patient_original_shape_maximum3ddiameter_std,0.0,0.0,permutation_roc_auc_locked_test
patient_original_shape_meshvolume_cv,0.0,0.0,permutation_roc_auc_locked_test
patient_original_shape_meshvolume_iqr,0.0,0.0,permutation_roc_auc_locked_test
patient_original_shape_meshvolume_max,0.0,0.0,permutation_roc_auc_locked_test
patient_original_shape_meshvolume_mean,0.0,0.0,permutation_roc_auc_locked_test
patient_original_shape_meshvolume_min,0.0,0.0,permutation_roc_auc_locked_test
patient_original_shape_meshvolume_std,0.0,0.0,permutation_roc_auc_locked_test
patient_original_shape_minoraxislength_cv,0.0,0.0,permutation_roc_auc_locked_test
patient_original_shape_minoraxislength_iqr,0.0,0.0,permutation_roc_auc_locked_test
patient_original_shape_minoraxislength_max,0.0,0.0,permutation_roc_auc_locked_test
entropy_magnetic_field_strength_label_patient,0.0,0.0,permutation_roc_auc_locked_test
patient_original_shape_surfacevolumeratio_max,0.0,0.0,permutation_roc_auc_locked_test
patient_original_shape_surfacevolumeratio_mean,0.0,0.0,permutation_roc_auc_locked_test
patient_original_shape_surfacevolumeratio_min,0.0,0.0,permutation_roc_auc_locked_test
patient_original_shape_surfacevolumeratio_std,0.0,0.0,permutation_roc_auc_locked_test
patient_original_shape_voxelvolume_cv,0.0,0.0,permutation_roc_auc_locked_test
patient_original_shape_voxelvolume_iqr,0.0,0.0,permutation_roc_auc_locked_test
patient_original_shape_voxelvolume_max,0.0,0.0,permutation_roc_auc_locked_test
patient_original_shape_voxelvolume_mean,0.0,0.0,permutation_roc_auc_locked_test
patient_original_shape_voxelvolume_min,0.0,0.0,permutation_roc_auc_locked_test
patient_original_shape_voxelvolume_std,0.0,0.0,permutation_roc_auc_locked_test
second_largest_lesion_volume_cc,0.0,0.0,permutation_roc_auc_locked_test
std_field_strength_t,0.0,0.0,permutation_roc_auc_locked_test
std_lesion_volume_cc,0.0,0.0,permutation_roc_auc_locked_test
total_tumor_volume_cc,0.0,0.0,permutation_roc_auc_locked_test
global_radiomics_std_mean,0.0,0.0,permutation_roc_auc_locked_test
entropy_pixel_spacing_patient,0.0,0.0,permutation_roc_auc_locked_test
largest_lesion_burden_fraction,0.0,0.0,permutation_roc_auc_locked_test
largest_lesion_volume_cc,0.0,0.0,permutation_roc_auc_locked_test
largest_to_second_largest_volume_ratio,0.0,0.0,permutation_roc_auc_locked_test
mad_lesion_volume_cc,0.0,0.0,permutation_roc_auc_locked_test
mask_category_entropy_patient,0.0,0.0,permutation_roc_auc_locked_test
max_field_strength_t,0.0,0.0,permutation_roc_auc_locked_test
max_lesion_volume_cc,0.0,0.0,permutation_roc_auc_locked_test
mean_field_strength_t,0.0,0.0,permutation_roc_auc_locked_test
entropy_segmentation_name_patient,0.0,0.0,permutation_roc_auc_locked_test
median_lesion_volume_cc,0.0,0.0,permutation_roc_auc_locked_test
min_field_strength_t,0.0,0.0,permutation_roc_auc_locked_test
min_lesion_volume_cc,0.0,0.0,permutation_roc_auc_locked_test
iqr_lesion_volume_cc,0.0,0.0,permutation_roc_auc_locked_test
n_large_lesions_gt_1cc,0.0,0.0,permutation_roc_auc_locked_test
n_lesions_with_valid_volume,0.0,0.0,permutation_roc_auc_locked_test
patient_meta_mask_fill_ratio_in_bbox_max,-0.006250000000000089,0.010276839296492242,permutation_roc_auc_locked_test
patient_original_firstorder_variance_max,-0.018055555555555613,0.031396262654048115,permutation_roc_auc_locked_test
patient_meta_mask_fill_ratio_in_bbox_mean,-0.045833333333333406,0.050860648398890436,permutation_roc_auc_locked_test
