feature,importance,importance_type
patient_original_gldm_dependencenonuniformity_mean,0.37081363797187805,model_native
patient_original_gldm_largedependencehighgraylevelemphasis_iqr,0.3515852391719818,model_native
patient_original_gldm_graylevelnonuniformity_min,0.27760112285614014,model_native
patient_meta_final_resolution_confidence_n_unique,0.0,model_native
patient_meta_n_components_max,0.0,model_native
