bcbm_feature,match_key,openbtai_feature,matched
patient_original_gldm_highgraylevelemphasis_mean,original_gldm_highgraylevelemphasis_mean,ext_original_gldm_HighGrayLevelEmphasis_mean,True
patient_original_gldm_highgraylevelemphasis_min,original_gldm_highgraylevelemphasis_min,ext_original_gldm_HighGrayLevelEmphasis_min,True
patient_original_gldm_highgraylevelemphasis_std,original_gldm_highgraylevelemphasis_std,ext_original_gldm_HighGrayLevelEmphasis_std,True
patient_original_gldm_largedependenceemphasis_cv,original_gldm_largedependenceemphasis_cv,,False
patient_original_gldm_largedependenceemphasis_iqr,original_gldm_largedependenceemphasis_iqr,,False
patient_original_gldm_largedependenceemphasis_max,original_gldm_largedependenceemphasis_max,ext_original_gldm_LargeDependenceEmphasis_max,True
patient_original_gldm_largedependenceemphasis_mean,original_gldm_largedependenceemphasis_mean,ext_original_gldm_LargeDependenceEmphasis_mean,True
patient_original_gldm_largedependenceemphasis_min,original_gldm_largedependenceemphasis_min,ext_original_gldm_LargeDependenceEmphasis_min,True
patient_original_gldm_largedependenceemphasis_std,original_gldm_largedependenceemphasis_std,ext_original_gldm_LargeDependenceEmphasis_std,True
patient_original_gldm_largedependencehighgraylevelemphasis_cv,original_gldm_largedependencehighgraylevelemphasis_cv,,False
patient_original_gldm_largedependencehighgraylevelemphasis_iqr,original_gldm_largedependencehighgraylevelemphasis_iqr,,False
patient_original_gldm_largedependencehighgraylevelemphasis_max,original_gldm_largedependencehighgraylevelemphasis_max,ext_original_gldm_LargeDependenceHighGrayLevelEmphasis_max,True
patient_original_gldm_largedependencehighgraylevelemphasis_mean,original_gldm_largedependencehighgraylevelemphasis_mean,ext_original_gldm_LargeDependenceHighGrayLevelEmphasis_mean,True
patient_original_gldm_largedependencehighgraylevelemphasis_min,original_gldm_largedependencehighgraylevelemphasis_min,ext_original_gldm_LargeDependenceHighGrayLevelEmphasis_min,True
patient_original_gldm_largedependencehighgraylevelemphasis_std,original_gldm_largedependencehighgraylevelemphasis_std,ext_original_gldm_LargeDependenceHighGrayLevelEmphasis_std,True
patient_original_gldm_largedependencelowgraylevelemphasis_cv,original_gldm_largedependencelowgraylevelemphasis_cv,,False
patient_original_gldm_largedependencelowgraylevelemphasis_iqr,original_gldm_largedependencelowgraylevelemphasis_iqr,,False
patient_original_gldm_largedependencelowgraylevelemphasis_max,original_gldm_largedependencelowgraylevelemphasis_max,ext_original_gldm_LargeDependenceLowGrayLevelEmphasis_max,True
patient_original_gldm_largedependencelowgraylevelemphasis_mean,original_gldm_largedependencelowgraylevelemphasis_mean,ext_original_gldm_LargeDependenceLowGrayLevelEmphasis_mean,True
patient_original_gldm_largedependencelowgraylevelemphasis_min,original_gldm_largedependencelowgraylevelemphasis_min,ext_original_gldm_LargeDependenceLowGrayLevelEmphasis_min,True
patient_original_gldm_largedependencelowgraylevelemphasis_std,original_gldm_largedependencelowgraylevelemphasis_std,ext_original_gldm_LargeDependenceLowGrayLevelEmphasis_std,True
patient_original_gldm_lowgraylevelemphasis_cv,original_gldm_lowgraylevelemphasis_cv,,False
patient_original_gldm_lowgraylevelemphasis_iqr,original_gldm_lowgraylevelemphasis_iqr,,False
patient_original_gldm_lowgraylevelemphasis_max,original_gldm_lowgraylevelemphasis_max,ext_original_gldm_LowGrayLevelEmphasis_max,True
patient_original_gldm_lowgraylevelemphasis_mean,original_gldm_lowgraylevelemphasis_mean,ext_original_gldm_LowGrayLevelEmphasis_mean,True
patient_original_gldm_lowgraylevelemphasis_min,original_gldm_lowgraylevelemphasis_min,ext_original_gldm_LowGrayLevelEmphasis_min,True
patient_original_gldm_lowgraylevelemphasis_std,original_gldm_lowgraylevelemphasis_std,ext_original_gldm_LowGrayLevelEmphasis_std,True
patient_original_gldm_smalldependenceemphasis_cv,original_gldm_smalldependenceemphasis_cv,,False
patient_original_gldm_smalldependenceemphasis_iqr,original_gldm_smalldependenceemphasis_iqr,,False
patient_original_gldm_smalldependenceemphasis_max,original_gldm_smalldependenceemphasis_max,ext_original_gldm_SmallDependenceEmphasis_max,True
patient_original_gldm_smalldependenceemphasis_mean,original_gldm_smalldependenceemphasis_mean,ext_original_gldm_SmallDependenceEmphasis_mean,True
patient_original_gldm_smalldependenceemphasis_min,original_gldm_smalldependenceemphasis_min,ext_original_gldm_SmallDependenceEmphasis_min,True
patient_original_gldm_smalldependenceemphasis_std,original_gldm_smalldependenceemphasis_std,ext_original_gldm_SmallDependenceEmphasis_std,True
patient_original_gldm_smalldependencehighgraylevelemphasis_cv,original_gldm_smalldependencehighgraylevelemphasis_cv,,False
patient_original_gldm_smalldependencehighgraylevelemphasis_iqr,original_gldm_smalldependencehighgraylevelemphasis_iqr,,False
patient_original_gldm_smalldependencehighgraylevelemphasis_max,original_gldm_smalldependencehighgraylevelemphasis_max,ext_original_gldm_SmallDependenceHighGrayLevelEmphasis_max,True
patient_original_gldm_smalldependencehighgraylevelemphasis_mean,original_gldm_smalldependencehighgraylevelemphasis_mean,ext_original_gldm_SmallDependenceHighGrayLevelEmphasis_mean,True
patient_original_gldm_smalldependencehighgraylevelemphasis_min,original_gldm_smalldependencehighgraylevelemphasis_min,ext_original_gldm_SmallDependenceHighGrayLevelEmphasis_min,True
patient_original_gldm_smalldependencehighgraylevelemphasis_std,original_gldm_smalldependencehighgraylevelemphasis_std,ext_original_gldm_SmallDependenceHighGrayLevelEmphasis_std,True
patient_original_gldm_smalldependencelowgraylevelemphasis_cv,original_gldm_smalldependencelowgraylevelemphasis_cv,,False
patient_original_gldm_smalldependencelowgraylevelemphasis_iqr,original_gldm_smalldependencelowgraylevelemphasis_iqr,,False
patient_original_gldm_smalldependencelowgraylevelemphasis_max,original_gldm_smalldependencelowgraylevelemphasis_max,ext_original_gldm_SmallDependenceLowGrayLevelEmphasis_max,True
patient_original_gldm_smalldependencelowgraylevelemphasis_mean,original_gldm_smalldependencelowgraylevelemphasis_mean,ext_original_gldm_SmallDependenceLowGrayLevelEmphasis_mean,True
patient_original_gldm_smalldependencelowgraylevelemphasis_min,original_gldm_smalldependencelowgraylevelemphasis_min,ext_original_gldm_SmallDependenceLowGrayLevelEmphasis_min,True
patient_original_gldm_smalldependencelowgraylevelemphasis_std,original_gldm_smalldependencelowgraylevelemphasis_std,ext_original_gldm_SmallDependenceLowGrayLevelEmphasis_std,True
patient_original_glrlm_graylevelnonuniformity_cv,original_glrlm_graylevelnonuniformity_cv,,False
patient_original_glrlm_graylevelnonuniformity_iqr,original_glrlm_graylevelnonuniformity_iqr,,False
patient_original_glrlm_graylevelnonuniformity_max,original_glrlm_graylevelnonuniformity_max,ext_original_glrlm_GrayLevelNonUniformity_max,True
patient_original_glrlm_graylevelnonuniformity_mean,original_glrlm_graylevelnonuniformity_mean,ext_original_glrlm_GrayLevelNonUniformity_mean,True
patient_original_glrlm_graylevelnonuniformity_min,original_glrlm_graylevelnonuniformity_min,ext_original_glrlm_GrayLevelNonUniformity_min,True
patient_original_glrlm_graylevelnonuniformity_std,original_glrlm_graylevelnonuniformity_std,ext_original_glrlm_GrayLevelNonUniformity_std,True
patient_original_glrlm_graylevelnonuniformitynormalized_cv,original_glrlm_graylevelnonuniformitynormalized_cv,,False
patient_original_glrlm_graylevelnonuniformitynormalized_iqr,original_glrlm_graylevelnonuniformitynormalized_iqr,,False
patient_original_glrlm_graylevelnonuniformitynormalized_max,original_glrlm_graylevelnonuniformitynormalized_max,ext_original_glrlm_GrayLevelNonUniformityNormalized_max,True
patient_original_glrlm_graylevelnonuniformitynormalized_mean,original_glrlm_graylevelnonuniformitynormalized_mean,ext_original_glrlm_GrayLevelNonUniformityNormalized_mean,True
patient_original_glrlm_graylevelnonuniformitynormalized_min,original_glrlm_graylevelnonuniformitynormalized_min,ext_original_glrlm_GrayLevelNonUniformityNormalized_min,True
patient_original_glrlm_graylevelnonuniformitynormalized_std,original_glrlm_graylevelnonuniformitynormalized_std,ext_original_glrlm_GrayLevelNonUniformityNormalized_std,True
patient_original_glrlm_graylevelvariance_cv,original_glrlm_graylevelvariance_cv,,False
patient_original_glrlm_graylevelvariance_iqr,original_glrlm_graylevelvariance_iqr,,False
patient_original_glrlm_graylevelvariance_max,original_glrlm_graylevelvariance_max,ext_original_glrlm_GrayLevelVariance_max,True
patient_original_glrlm_graylevelvariance_mean,original_glrlm_graylevelvariance_mean,ext_original_glrlm_GrayLevelVariance_mean,True
patient_original_glrlm_graylevelvariance_min,original_glrlm_graylevelvariance_min,ext_original_glrlm_GrayLevelVariance_min,True
patient_original_glrlm_graylevelvariance_std,original_glrlm_graylevelvariance_std,ext_original_glrlm_GrayLevelVariance_std,True
patient_original_glrlm_highgraylevelrunemphasis_cv,original_glrlm_highgraylevelrunemphasis_cv,,False
patient_original_glrlm_highgraylevelrunemphasis_iqr,original_glrlm_highgraylevelrunemphasis_iqr,,False
patient_original_glrlm_highgraylevelrunemphasis_max,original_glrlm_highgraylevelrunemphasis_max,ext_original_glrlm_HighGrayLevelRunEmphasis_max,True
patient_original_glrlm_highgraylevelrunemphasis_mean,original_glrlm_highgraylevelrunemphasis_mean,ext_original_glrlm_HighGrayLevelRunEmphasis_mean,True
patient_original_glrlm_highgraylevelrunemphasis_min,original_glrlm_highgraylevelrunemphasis_min,ext_original_glrlm_HighGrayLevelRunEmphasis_min,True
patient_original_glrlm_highgraylevelrunemphasis_std,original_glrlm_highgraylevelrunemphasis_std,ext_original_glrlm_HighGrayLevelRunEmphasis_std,True
patient_original_glrlm_longrunemphasis_cv,original_glrlm_longrunemphasis_cv,,False
patient_original_glrlm_longrunemphasis_iqr,original_glrlm_longrunemphasis_iqr,,False
patient_original_glrlm_longrunemphasis_max,original_glrlm_longrunemphasis_max,ext_original_glrlm_LongRunEmphasis_max,True
patient_original_glrlm_longrunemphasis_mean,original_glrlm_longrunemphasis_mean,ext_original_glrlm_LongRunEmphasis_mean,True
patient_original_glrlm_longrunemphasis_min,original_glrlm_longrunemphasis_min,ext_original_glrlm_LongRunEmphasis_min,True
patient_original_glrlm_longrunemphasis_std,original_glrlm_longrunemphasis_std,ext_original_glrlm_LongRunEmphasis_std,True
patient_original_glrlm_longrunhighgraylevelemphasis_cv,original_glrlm_longrunhighgraylevelemphasis_cv,,False
patient_original_glrlm_longrunhighgraylevelemphasis_iqr,original_glrlm_longrunhighgraylevelemphasis_iqr,,False
patient_original_glrlm_longrunhighgraylevelemphasis_max,original_glrlm_longrunhighgraylevelemphasis_max,ext_original_glrlm_LongRunHighGrayLevelEmphasis_max,True
patient_original_glrlm_longrunhighgraylevelemphasis_mean,original_glrlm_longrunhighgraylevelemphasis_mean,ext_original_glrlm_LongRunHighGrayLevelEmphasis_mean,True
patient_original_glrlm_longrunhighgraylevelemphasis_min,original_glrlm_longrunhighgraylevelemphasis_min,ext_original_glrlm_LongRunHighGrayLevelEmphasis_min,True
patient_original_glrlm_longrunhighgraylevelemphasis_std,original_glrlm_longrunhighgraylevelemphasis_std,ext_original_glrlm_LongRunHighGrayLevelEmphasis_std,True
patient_original_glrlm_longrunlowgraylevelemphasis_cv,original_glrlm_longrunlowgraylevelemphasis_cv,,False
patient_original_glrlm_longrunlowgraylevelemphasis_iqr,original_glrlm_longrunlowgraylevelemphasis_iqr,,False
patient_original_glrlm_longrunlowgraylevelemphasis_max,original_glrlm_longrunlowgraylevelemphasis_max,ext_original_glrlm_LongRunLowGrayLevelEmphasis_max,True
patient_original_glrlm_longrunlowgraylevelemphasis_mean,original_glrlm_longrunlowgraylevelemphasis_mean,ext_original_glrlm_LongRunLowGrayLevelEmphasis_mean,True
patient_original_glrlm_longrunlowgraylevelemphasis_min,original_glrlm_longrunlowgraylevelemphasis_min,ext_original_glrlm_LongRunLowGrayLevelEmphasis_min,True
patient_original_glrlm_longrunlowgraylevelemphasis_std,original_glrlm_longrunlowgraylevelemphasis_std,ext_original_glrlm_LongRunLowGrayLevelEmphasis_std,True
patient_original_glrlm_lowgraylevelrunemphasis_cv,original_glrlm_lowgraylevelrunemphasis_cv,,False
patient_original_glrlm_lowgraylevelrunemphasis_iqr,original_glrlm_lowgraylevelrunemphasis_iqr,,False
patient_original_glrlm_lowgraylevelrunemphasis_max,original_glrlm_lowgraylevelrunemphasis_max,ext_original_glrlm_LowGrayLevelRunEmphasis_max,True
patient_original_glrlm_lowgraylevelrunemphasis_mean,original_glrlm_lowgraylevelrunemphasis_mean,ext_original_glrlm_LowGrayLevelRunEmphasis_mean,True
patient_original_glrlm_lowgraylevelrunemphasis_min,original_glrlm_lowgraylevelrunemphasis_min,ext_original_glrlm_LowGrayLevelRunEmphasis_min,True
patient_original_glrlm_lowgraylevelrunemphasis_std,original_glrlm_lowgraylevelrunemphasis_std,ext_original_glrlm_LowGrayLevelRunEmphasis_std,True
patient_original_glrlm_runentropy_cv,original_glrlm_runentropy_cv,,False
patient_original_glrlm_runentropy_iqr,original_glrlm_runentropy_iqr,,False
patient_original_glrlm_runentropy_max,original_glrlm_runentropy_max,ext_original_glrlm_RunEntropy_max,True
patient_original_glrlm_runentropy_mean,original_glrlm_runentropy_mean,ext_original_glrlm_RunEntropy_mean,True
patient_original_glrlm_runentropy_min,original_glrlm_runentropy_min,ext_original_glrlm_RunEntropy_min,True
patient_original_glrlm_runentropy_std,original_glrlm_runentropy_std,ext_original_glrlm_RunEntropy_std,True
patient_original_glrlm_runlengthnonuniformity_cv,original_glrlm_runlengthnonuniformity_cv,,False
patient_original_glrlm_runlengthnonuniformity_iqr,original_glrlm_runlengthnonuniformity_iqr,,False
patient_original_glrlm_runlengthnonuniformity_max,original_glrlm_runlengthnonuniformity_max,ext_original_glrlm_RunLengthNonUniformity_max,True
patient_original_glrlm_runlengthnonuniformity_mean,original_glrlm_runlengthnonuniformity_mean,ext_original_glrlm_RunLengthNonUniformity_mean,True
patient_original_glrlm_runlengthnonuniformity_min,original_glrlm_runlengthnonuniformity_min,ext_original_glrlm_RunLengthNonUniformity_min,True
patient_original_glrlm_runlengthnonuniformity_std,original_glrlm_runlengthnonuniformity_std,ext_original_glrlm_RunLengthNonUniformity_std,True
patient_original_glrlm_runlengthnonuniformitynormalized_cv,original_glrlm_runlengthnonuniformitynormalized_cv,,False
patient_original_glrlm_runlengthnonuniformitynormalized_iqr,original_glrlm_runlengthnonuniformitynormalized_iqr,,False
patient_original_glrlm_runlengthnonuniformitynormalized_max,original_glrlm_runlengthnonuniformitynormalized_max,ext_original_glrlm_RunLengthNonUniformityNormalized_max,True
patient_original_glrlm_runlengthnonuniformitynormalized_mean,original_glrlm_runlengthnonuniformitynormalized_mean,ext_original_glrlm_RunLengthNonUniformityNormalized_mean,True
patient_original_glrlm_runlengthnonuniformitynormalized_min,original_glrlm_runlengthnonuniformitynormalized_min,ext_original_glrlm_RunLengthNonUniformityNormalized_min,True
patient_original_glrlm_runlengthnonuniformitynormalized_std,original_glrlm_runlengthnonuniformitynormalized_std,ext_original_glrlm_RunLengthNonUniformityNormalized_std,True
patient_original_glrlm_runpercentage_cv,original_glrlm_runpercentage_cv,,False
patient_original_glrlm_runpercentage_iqr,original_glrlm_runpercentage_iqr,,False
patient_original_glrlm_runpercentage_max,original_glrlm_runpercentage_max,ext_original_glrlm_RunPercentage_max,True
patient_original_glrlm_runpercentage_mean,original_glrlm_runpercentage_mean,ext_original_glrlm_RunPercentage_mean,True
patient_original_glrlm_runpercentage_min,original_glrlm_runpercentage_min,ext_original_glrlm_RunPercentage_min,True
patient_original_glrlm_runpercentage_std,original_glrlm_runpercentage_std,ext_original_glrlm_RunPercentage_std,True
patient_original_glrlm_runvariance_cv,original_glrlm_runvariance_cv,,False
patient_original_glrlm_runvariance_iqr,original_glrlm_runvariance_iqr,,False
patient_original_glrlm_runvariance_max,original_glrlm_runvariance_max,ext_original_glrlm_RunVariance_max,True
patient_original_glrlm_runvariance_mean,original_glrlm_runvariance_mean,ext_original_glrlm_RunVariance_mean,True
patient_original_glrlm_runvariance_min,original_glrlm_runvariance_min,ext_original_glrlm_RunVariance_min,True
patient_original_glrlm_runvariance_std,original_glrlm_runvariance_std,ext_original_glrlm_RunVariance_std,True
patient_original_glrlm_shortrunemphasis_cv,original_glrlm_shortrunemphasis_cv,,False
patient_original_glrlm_shortrunemphasis_iqr,original_glrlm_shortrunemphasis_iqr,,False
patient_original_glrlm_shortrunemphasis_max,original_glrlm_shortrunemphasis_max,ext_original_glrlm_ShortRunEmphasis_max,True
patient_original_glrlm_shortrunemphasis_mean,original_glrlm_shortrunemphasis_mean,ext_original_glrlm_ShortRunEmphasis_mean,True
patient_original_glrlm_shortrunemphasis_min,original_glrlm_shortrunemphasis_min,ext_original_glrlm_ShortRunEmphasis_min,True
patient_original_glrlm_shortrunemphasis_std,original_glrlm_shortrunemphasis_std,ext_original_glrlm_ShortRunEmphasis_std,True
patient_original_glrlm_shortrunhighgraylevelemphasis_cv,original_glrlm_shortrunhighgraylevelemphasis_cv,,False
patient_original_glrlm_shortrunhighgraylevelemphasis_iqr,original_glrlm_shortrunhighgraylevelemphasis_iqr,,False
patient_original_glrlm_shortrunhighgraylevelemphasis_max,original_glrlm_shortrunhighgraylevelemphasis_max,ext_original_glrlm_ShortRunHighGrayLevelEmphasis_max,True
patient_original_glrlm_shortrunhighgraylevelemphasis_mean,original_glrlm_shortrunhighgraylevelemphasis_mean,ext_original_glrlm_ShortRunHighGrayLevelEmphasis_mean,True
patient_original_glrlm_shortrunhighgraylevelemphasis_min,original_glrlm_shortrunhighgraylevelemphasis_min,ext_original_glrlm_ShortRunHighGrayLevelEmphasis_min,True
patient_original_glrlm_shortrunhighgraylevelemphasis_std,original_glrlm_shortrunhighgraylevelemphasis_std,ext_original_glrlm_ShortRunHighGrayLevelEmphasis_std,True
patient_original_glrlm_shortrunlowgraylevelemphasis_cv,original_glrlm_shortrunlowgraylevelemphasis_cv,,False
patient_original_glrlm_shortrunlowgraylevelemphasis_iqr,original_glrlm_shortrunlowgraylevelemphasis_iqr,,False
patient_original_glrlm_shortrunlowgraylevelemphasis_max,original_glrlm_shortrunlowgraylevelemphasis_max,ext_original_glrlm_ShortRunLowGrayLevelEmphasis_max,True
patient_original_glrlm_shortrunlowgraylevelemphasis_mean,original_glrlm_shortrunlowgraylevelemphasis_mean,ext_original_glrlm_ShortRunLowGrayLevelEmphasis_mean,True
patient_original_glrlm_shortrunlowgraylevelemphasis_min,original_glrlm_shortrunlowgraylevelemphasis_min,ext_original_glrlm_ShortRunLowGrayLevelEmphasis_min,True
patient_original_glrlm_shortrunlowgraylevelemphasis_std,original_glrlm_shortrunlowgraylevelemphasis_std,ext_original_glrlm_ShortRunLowGrayLevelEmphasis_std,True
patient_original_glszm_graylevelnonuniformity_cv,original_glszm_graylevelnonuniformity_cv,,False
patient_original_glszm_graylevelnonuniformity_iqr,original_glszm_graylevelnonuniformity_iqr,,False
patient_original_glszm_graylevelnonuniformity_max,original_glszm_graylevelnonuniformity_max,ext_original_glszm_GrayLevelNonUniformity_max,True
patient_original_glszm_graylevelnonuniformity_mean,original_glszm_graylevelnonuniformity_mean,ext_original_glszm_GrayLevelNonUniformity_mean,True
patient_original_glszm_graylevelnonuniformity_min,original_glszm_graylevelnonuniformity_min,ext_original_glszm_GrayLevelNonUniformity_min,True
patient_original_glszm_graylevelnonuniformity_std,original_glszm_graylevelnonuniformity_std,ext_original_glszm_GrayLevelNonUniformity_std,True
patient_original_glszm_graylevelnonuniformitynormalized_cv,original_glszm_graylevelnonuniformitynormalized_cv,,False
patient_original_glszm_graylevelnonuniformitynormalized_iqr,original_glszm_graylevelnonuniformitynormalized_iqr,,False
patient_original_glszm_graylevelnonuniformitynormalized_max,original_glszm_graylevelnonuniformitynormalized_max,ext_original_glszm_GrayLevelNonUniformityNormalized_max,True
patient_original_glszm_graylevelnonuniformitynormalized_mean,original_glszm_graylevelnonuniformitynormalized_mean,ext_original_glszm_GrayLevelNonUniformityNormalized_mean,True
patient_original_glszm_graylevelnonuniformitynormalized_min,original_glszm_graylevelnonuniformitynormalized_min,ext_original_glszm_GrayLevelNonUniformityNormalized_min,True
patient_original_glszm_graylevelnonuniformitynormalized_std,original_glszm_graylevelnonuniformitynormalized_std,ext_original_glszm_GrayLevelNonUniformityNormalized_std,True
patient_original_glszm_graylevelvariance_cv,original_glszm_graylevelvariance_cv,,False
patient_original_glszm_graylevelvariance_iqr,original_glszm_graylevelvariance_iqr,,False
patient_original_glszm_graylevelvariance_max,original_glszm_graylevelvariance_max,ext_original_glszm_GrayLevelVariance_max,True
patient_original_glszm_graylevelvariance_mean,original_glszm_graylevelvariance_mean,ext_original_glszm_GrayLevelVariance_mean,True
patient_original_glszm_graylevelvariance_min,original_glszm_graylevelvariance_min,ext_original_glszm_GrayLevelVariance_min,True
patient_original_glszm_graylevelvariance_std,original_glszm_graylevelvariance_std,ext_original_glszm_GrayLevelVariance_std,True
patient_original_glszm_highgraylevelzoneemphasis_cv,original_glszm_highgraylevelzoneemphasis_cv,,False
patient_original_glszm_highgraylevelzoneemphasis_iqr,original_glszm_highgraylevelzoneemphasis_iqr,,False
patient_original_glszm_highgraylevelzoneemphasis_max,original_glszm_highgraylevelzoneemphasis_max,ext_original_glszm_HighGrayLevelZoneEmphasis_max,True
patient_original_glszm_highgraylevelzoneemphasis_mean,original_glszm_highgraylevelzoneemphasis_mean,ext_original_glszm_HighGrayLevelZoneEmphasis_mean,True
patient_original_glszm_highgraylevelzoneemphasis_min,original_glszm_highgraylevelzoneemphasis_min,ext_original_glszm_HighGrayLevelZoneEmphasis_min,True
patient_original_glszm_highgraylevelzoneemphasis_std,original_glszm_highgraylevelzoneemphasis_std,ext_original_glszm_HighGrayLevelZoneEmphasis_std,True
patient_original_glszm_largeareaemphasis_cv,original_glszm_largeareaemphasis_cv,,False
patient_original_glszm_largeareaemphasis_iqr,original_glszm_largeareaemphasis_iqr,,False
patient_original_glszm_largeareaemphasis_max,original_glszm_largeareaemphasis_max,ext_original_glszm_LargeAreaEmphasis_max,True
patient_original_glszm_largeareaemphasis_mean,original_glszm_largeareaemphasis_mean,ext_original_glszm_LargeAreaEmphasis_mean,True
patient_original_glszm_largeareaemphasis_min,original_glszm_largeareaemphasis_min,ext_original_glszm_LargeAreaEmphasis_min,True
patient_original_glszm_largeareaemphasis_std,original_glszm_largeareaemphasis_std,ext_original_glszm_LargeAreaEmphasis_std,True
patient_original_glszm_largeareahighgraylevelemphasis_cv,original_glszm_largeareahighgraylevelemphasis_cv,,False
patient_original_glszm_largeareahighgraylevelemphasis_iqr,original_glszm_largeareahighgraylevelemphasis_iqr,,False
patient_original_glszm_largeareahighgraylevelemphasis_max,original_glszm_largeareahighgraylevelemphasis_max,ext_original_glszm_LargeAreaHighGrayLevelEmphasis_max,True
patient_original_glszm_largeareahighgraylevelemphasis_mean,original_glszm_largeareahighgraylevelemphasis_mean,ext_original_glszm_LargeAreaHighGrayLevelEmphasis_mean,True
patient_original_glszm_largeareahighgraylevelemphasis_min,original_glszm_largeareahighgraylevelemphasis_min,ext_original_glszm_LargeAreaHighGrayLevelEmphasis_min,True
patient_original_glszm_largeareahighgraylevelemphasis_std,original_glszm_largeareahighgraylevelemphasis_std,ext_original_glszm_LargeAreaHighGrayLevelEmphasis_std,True
patient_original_glszm_largearealowgraylevelemphasis_cv,original_glszm_largearealowgraylevelemphasis_cv,,False
patient_original_glszm_largearealowgraylevelemphasis_iqr,original_glszm_largearealowgraylevelemphasis_iqr,,False
patient_original_glszm_largearealowgraylevelemphasis_max,original_glszm_largearealowgraylevelemphasis_max,ext_original_glszm_LargeAreaLowGrayLevelEmphasis_max,True
patient_original_glszm_largearealowgraylevelemphasis_mean,original_glszm_largearealowgraylevelemphasis_mean,ext_original_glszm_LargeAreaLowGrayLevelEmphasis_mean,True
patient_original_glszm_largearealowgraylevelemphasis_min,original_glszm_largearealowgraylevelemphasis_min,ext_original_glszm_LargeAreaLowGrayLevelEmphasis_min,True
patient_original_glszm_largearealowgraylevelemphasis_std,original_glszm_largearealowgraylevelemphasis_std,ext_original_glszm_LargeAreaLowGrayLevelEmphasis_std,True
patient_original_glszm_lowgraylevelzoneemphasis_cv,original_glszm_lowgraylevelzoneemphasis_cv,,False
patient_original_glszm_lowgraylevelzoneemphasis_iqr,original_glszm_lowgraylevelzoneemphasis_iqr,,False
patient_original_glszm_lowgraylevelzoneemphasis_max,original_glszm_lowgraylevelzoneemphasis_max,ext_original_glszm_LowGrayLevelZoneEmphasis_max,True
patient_original_glszm_lowgraylevelzoneemphasis_mean,original_glszm_lowgraylevelzoneemphasis_mean,ext_original_glszm_LowGrayLevelZoneEmphasis_mean,True
patient_original_glszm_lowgraylevelzoneemphasis_min,original_glszm_lowgraylevelzoneemphasis_min,ext_original_glszm_LowGrayLevelZoneEmphasis_min,True
patient_original_glszm_lowgraylevelzoneemphasis_std,original_glszm_lowgraylevelzoneemphasis_std,ext_original_glszm_LowGrayLevelZoneEmphasis_std,True
patient_original_glszm_sizezonenonuniformity_cv,original_glszm_sizezonenonuniformity_cv,,False
patient_original_glszm_sizezonenonuniformity_iqr,original_glszm_sizezonenonuniformity_iqr,,False
patient_original_glszm_sizezonenonuniformity_max,original_glszm_sizezonenonuniformity_max,ext_original_glszm_SizeZoneNonUniformity_max,True
patient_original_glszm_sizezonenonuniformity_mean,original_glszm_sizezonenonuniformity_mean,ext_original_glszm_SizeZoneNonUniformity_mean,True
patient_original_glszm_sizezonenonuniformity_min,original_glszm_sizezonenonuniformity_min,ext_original_glszm_SizeZoneNonUniformity_min,True
patient_original_glszm_sizezonenonuniformity_std,original_glszm_sizezonenonuniformity_std,ext_original_glszm_SizeZoneNonUniformity_std,True
patient_original_glszm_sizezonenonuniformitynormalized_cv,original_glszm_sizezonenonuniformitynormalized_cv,,False
patient_original_glszm_sizezonenonuniformitynormalized_iqr,original_glszm_sizezonenonuniformitynormalized_iqr,,False
patient_original_glszm_sizezonenonuniformitynormalized_max,original_glszm_sizezonenonuniformitynormalized_max,ext_original_glszm_SizeZoneNonUniformityNormalized_max,True
patient_original_glszm_sizezonenonuniformitynormalized_mean,original_glszm_sizezonenonuniformitynormalized_mean,ext_original_glszm_SizeZoneNonUniformityNormalized_mean,True
patient_original_glszm_sizezonenonuniformitynormalized_min,original_glszm_sizezonenonuniformitynormalized_min,ext_original_glszm_SizeZoneNonUniformityNormalized_min,True
patient_original_glszm_sizezonenonuniformitynormalized_std,original_glszm_sizezonenonuniformitynormalized_std,ext_original_glszm_SizeZoneNonUniformityNormalized_std,True
patient_original_glszm_smallareaemphasis_cv,original_glszm_smallareaemphasis_cv,,False
patient_original_glszm_smallareaemphasis_iqr,original_glszm_smallareaemphasis_iqr,,False
patient_original_glszm_smallareaemphasis_max,original_glszm_smallareaemphasis_max,ext_original_glszm_SmallAreaEmphasis_max,True
patient_original_glszm_smallareaemphasis_mean,original_glszm_smallareaemphasis_mean,ext_original_glszm_SmallAreaEmphasis_mean,True
patient_original_glszm_smallareaemphasis_min,original_glszm_smallareaemphasis_min,ext_original_glszm_SmallAreaEmphasis_min,True
patient_original_glszm_smallareaemphasis_std,original_glszm_smallareaemphasis_std,ext_original_glszm_SmallAreaEmphasis_std,True
patient_original_glszm_smallareahighgraylevelemphasis_cv,original_glszm_smallareahighgraylevelemphasis_cv,,False
patient_original_glszm_smallareahighgraylevelemphasis_iqr,original_glszm_smallareahighgraylevelemphasis_iqr,,False
patient_original_glszm_smallareahighgraylevelemphasis_max,original_glszm_smallareahighgraylevelemphasis_max,ext_original_glszm_SmallAreaHighGrayLevelEmphasis_max,True
patient_original_glszm_smallareahighgraylevelemphasis_mean,original_glszm_smallareahighgraylevelemphasis_mean,ext_original_glszm_SmallAreaHighGrayLevelEmphasis_mean,True
