target_display,feature_set_variant,mean,sd,pct2_5,pct97_5,min,max,n_repeats
ER,radiomics_pure,0.4560785742035742,0.047457948743099325,0.3780715811965812,0.5068711149961149,0.37123154623154625,0.5103632478632478,10
HER2,radiomics_pure,0.5499242424242424,0.04683570820326887,0.47242424242424236,0.606875,0.4696969696969696,0.6090909090909091,10
PR,radiomics_pure,0.5152604166666667,0.05155213490096427,0.4522161458333334,0.6101223958333333,0.4489583333333334,0.6189583333333333,10
