target_display,feature_set_variant,mean,sd,pct2_5,pct97_5,min,max,n_repeats
ER,radiomics_pure,0.4892152292152292,0.039783498043043174,0.4312609265734266,0.5371033653846154,0.425,0.5392045454545455,10
HER2,radiomics_pure,0.5634848484848485,0.048309341437822444,0.47571969696969696,0.6119318181818182,0.46515151515151515,0.6136363636363636,10
PR,radiomics_pure,0.5166458333333334,0.04175683386213341,0.44588020833333336,0.5629583333333333,0.4448958333333334,0.5642708333333334,10
